UserID,Age,Gender,TotalCoursesEnrolled,EnrollmentFrequency,AverageSpending,PreferredCategory,PreferredLevel,AverageCourseRating,CategoryDiversity,LearningDepthIndex,TotalSpending,Cluster,SegmentName
U02412,15,Female,1,1.0,0.0,Marketing,Advanced,2.98,1,3.0,0.0,8,Advanced Marketing Learners
U02413,25,Male,2,1.0,0.0,Finance,Advanced,4.445,2,2.5,0.0,2,Cybersecurity Beginners
U02414,21,Male,3,1.0,157.42666666666665,Programming,Beginner,4.2299999999999995,2,1.3333333333333333,472.28,2,Cybersecurity Beginners
U02415,33,Male,11,1.375,142.56090909090906,Artificial Intelligence,Beginner,2.9454545454545453,7,1.9090909090909092,1568.1699999999998,4,Highly Engaged AI Explorers
U02416,24,Female,1,1.0,0.0,Design,Advanced,4.45,1,3.0,0.0,7,Deep Design Learners
U02417,34,Female,1,1.0,0.0,Marketing,Advanced,2.01,1,3.0,0.0,8,Advanced Marketing Learners
U02418,23,Male,1,1.0,0.0,Machine Learning,Intermediate,1.73,1,2.0,0.0,6,Advanced Machine Learning Learners
U02419,17,Female,1,1.0,0.0,Data Science,Intermediate,3.02,1,2.0,0.0,3,Data Science Beginners
U02420,20,Female,1,1.0,0.0,Marketing,Intermediate,4.11,1,2.0,0.0,8,Advanced Marketing Learners
U02421,15,Female,1,1.0,0.0,Finance,Intermediate,4.1,1,2.0,0.0,2,Cybersecurity Beginners
U02422,21,Female,1,1.0,57.32,Web Development,Advanced,4.74,1,3.0,57.32,9,Advanced Web Development Learners
U02423,32,Female,2,1.0,222.835,Data Science,Advanced,2.04,2,2.0,445.67,3,Data Science Beginners
U02424,31,Female,1,1.0,0.0,Machine Learning,Intermediate,4.73,1,2.0,0.0,6,Advanced Machine Learning Learners
U02425,24,Female,2,1.0,0.0,Artificial Intelligence,Beginner,4.075,2,1.0,0.0,0,AI Beginner Learners
U02426,19,Female,1,1.0,299.57,Data Science,Beginner,3.74,1,1.0,299.57,3,Data Science Beginners
U02427,31,Female,15,1.875,59.53333333333333,Web Development,Advanced,3.372,9,2.0,893.0,4,Highly Engaged AI Explorers
U02428,30,Male,2,1.0,274.11,Artificial Intelligence,Advanced,4.645,2,2.0,548.22,0,AI Beginner Learners
U02429,30,Female,3,1.0,0.0,Programming,Beginner,2.0233333333333334,2,1.3333333333333333,0.0,2,Cybersecurity Beginners
U02430,29,Male,1,1.0,0.0,Web Development,Beginner,3.32,1,1.0,0.0,9,Advanced Web Development Learners
U02431,16,Male,1,1.0,327.99,Project Management,Beginner,1.51,1,1.0,327.99,0,AI Beginner Learners
U02432,30,Female,15,1.875,106.23066666666666,Data Science,Beginner,2.9373333333333336,10,1.8,1593.46,4,Highly Engaged AI Explorers
U02433,15,Female,1,1.0,117.68,Data Science,Advanced,2.57,1,3.0,117.68,3,Data Science Beginners
U02434,31,Male,1,1.0,0.0,Programming,Beginner,3.85,1,1.0,0.0,2,Cybersecurity Beginners
U02435,17,Male,1,1.0,487.92,Business,Advanced,3.64,1,3.0,487.92,1,Business Advanced Learners
U02436,16,Male,3,1.0,148.55666666666667,Data Science,Beginner,2.4666666666666663,3,1.6666666666666667,445.67,3,Data Science Beginners
U02437,15,Male,1,1.0,0.0,Marketing,Advanced,2.98,1,3.0,0.0,8,Advanced Marketing Learners
U02438,28,Female,1,1.0,0.0,Cybersecurity,Advanced,2.38,1,3.0,0.0,2,Cybersecurity Beginners
U02439,22,Female,1,1.0,276.37,Design,Advanced,2.72,1,3.0,276.37,7,Deep Design Learners
U02440,26,Female,1,1.0,0.0,Marketing,Intermediate,4.11,1,2.0,0.0,8,Advanced Marketing Learners
U02441,33,Male,1,1.0,0.0,Digital Marketing,Beginner,4.44,1,1.0,0.0,5,Digital Marketing Learners
U02442,23,Male,1,1.0,0.0,Finance,Intermediate,4.1,1,2.0,0.0,2,Cybersecurity Beginners
U02443,22,Female,2,1.0,47.605000000000004,Web Development,Advanced,3.02,1,3.0,95.21000000000001,9,Advanced Web Development Learners
U02444,28,Female,1,1.0,0.0,Cybersecurity,Intermediate,1.91,1,2.0,0.0,2,Cybersecurity Beginners
U02445,26,Female,14,1.75,107.65142857142857,Machine Learning,Intermediate,2.71,10,2.0714285714285716,1507.12,4,Highly Engaged AI Explorers
U02446,29,Male,2,1.0,245.45,Artificial Intelligence,Beginner,3.9349999999999996,2,1.0,490.9,0,AI Beginner Learners
U02447,31,Female,1,1.0,0.0,Design,Advanced,4.45,1,3.0,0.0,7,Deep Design Learners
U02448,17,Male,2,1.0,0.0,Design,Advanced,2.8099999999999996,2,2.5,0.0,7,Deep Design Learners
U02449,32,Male,1,1.0,285.05,Business,Beginner,1.96,1,1.0,285.05,1,Business Advanced Learners
U02450,30,Female,1,1.0,0.0,Machine Learning,Intermediate,1.73,1,2.0,0.0,6,Advanced Machine Learning Learners
U02451,31,Male,2,1.0,0.0,Marketing,Advanced,3.035,2,2.0,0.0,8,Advanced Marketing Learners
U02452,23,Female,2,1.0,0.0,Design,Advanced,2.865,2,2.0,0.0,7,Deep Design Learners
U02453,29,Female,1,1.0,212.39,Digital Marketing,Advanced,3.15,1,3.0,212.39,5,Digital Marketing Learners
U02454,28,Male,2,1.0,0.0,Business,Advanced,2.335,2,3.0,0.0,1,Business Advanced Learners
U02455,34,Male,1,1.0,0.0,Business,Advanced,2.0,1,3.0,0.0,1,Business Advanced Learners
U02456,35,Male,1,1.0,0.0,Cybersecurity,Intermediate,3.93,1,2.0,0.0,2,Cybersecurity Beginners
U02457,31,Female,1,1.0,0.0,Data Science,Intermediate,3.02,1,2.0,0.0,3,Data Science Beginners
U02458,26,Female,2,1.0,221.85,Business,Advanced,2.63,2,2.5,443.7,1,Business Advanced Learners
U02459,33,Male,12,1.7142857142857142,52.12166666666667,Design,Beginner,3.0966666666666662,9,1.9166666666666667,625.46,4,Highly Engaged AI Explorers
U02460,21,Female,1,1.0,0.0,Cybersecurity,Advanced,2.38,1,3.0,0.0,2,Cybersecurity Beginners
U02461,15,Female,2,1.0,0.0,Business,Advanced,2.7649999999999997,2,3.0,0.0,1,Business Advanced Learners
U02462,26,Male,1,1.0,327.99,Project Management,Beginner,1.51,1,1.0,327.99,0,AI Beginner Learners
U02463,29,Male,1,1.0,0.0,Project Management,Beginner,4.68,1,1.0,0.0,0,AI Beginner Learners
U02464,21,Female,1,1.0,0.0,Programming,Beginner,3.85,1,1.0,0.0,2,Cybersecurity Beginners
U02465,27,Male,2,1.0,0.0,Design,Beginner,3.695,2,1.0,0.0,7,Deep Design Learners
U02466,23,Male,4,1.0,91.49000000000001,Artificial Intelligence,Intermediate,3.285,4,2.25,365.96000000000004,0,AI Beginner Learners
U02467,19,Male,1,1.0,0.0,Digital Marketing,Beginner,2.14,1,1.0,0.0,5,Digital Marketing Learners
U02468,29,Female,3,1.0,0.0,Data Science,Intermediate,4.346666666666667,3,1.6666666666666667,0.0,3,Data Science Beginners
U02469,21,Male,2,1.0,0.0,Programming,Beginner,2.3,2,1.0,0.0,2,Cybersecurity Beginners
U02470,34,Male,13,1.4444444444444444,56.48615384615385,Design,Advanced,2.6907692307692312,7,2.0,734.32,7,Deep Design Learners
U02471,16,Female,1,1.0,326.02,Business,Intermediate,2.69,1,2.0,326.02,1,Business Advanced Learners
U02472,17,Male,1,1.0,0.0,Finance,Beginner,4.14,1,1.0,0.0,2,Cybersecurity Beginners
U02473,31,Female,1,1.0,0.0,Cybersecurity,Beginner,4.94,1,1.0,0.0,2,Cybersecurity Beginners
U02474,27,Male,1,1.0,0.0,Machine Learning,Intermediate,1.73,1,2.0,0.0,6,Advanced Machine Learning Learners
U02475,35,Male,1,1.0,0.0,Marketing,Intermediate,4.72,1,2.0,0.0,8,Advanced Marketing Learners
U02476,34,Female,1,1.0,0.0,Cybersecurity,Advanced,2.38,1,3.0,0.0,2,Cybersecurity Beginners
U02477,17,Male,1,1.0,342.61,Project Management,Intermediate,4.84,1,2.0,342.61,0,AI Beginner Learners
U02478,30,Male,2,1.0,245.45,Artificial Intelligence,Beginner,4.24,2,1.5,490.9,0,AI Beginner Learners
U02479,19,Female,4,1.0,71.2625,Business,Beginner,2.9475000000000002,4,1.25,285.05,1,Business Advanced Learners
U02480,35,Male,1,1.0,0.0,Digital Marketing,Intermediate,4.66,1,2.0,0.0,5,Digital Marketing Learners
U02481,29,Male,1,1.0,0.0,Marketing,Advanced,2.98,1,3.0,0.0,8,Advanced Marketing Learners
U02482,35,Male,2,1.0,0.0,Artificial Intelligence,Advanced,2.725,2,2.0,0.0,0,AI Beginner Learners
U02483,25,Male,1,1.0,0.0,Cybersecurity,Beginner,4.94,1,1.0,0.0,2,Cybersecurity Beginners
U02484,25,Female,4,1.0,71.2625,Business,Beginner,2.045,4,1.75,285.05,1,Business Advanced Learners
U02485,22,Male,14,1.4,44.38214285714286,Marketing,Advanced,3.3614285714285717,8,2.0714285714285716,621.35,8,Advanced Marketing Learners
U02486,29,Male,2,1.0,88.67,Digital Marketing,Advanced,4.275,1,2.5,177.34,5,Digital Marketing Learners
U02487,23,Male,1,1.0,0.0,Marketing,Advanced,2.98,1,3.0,0.0,8,Advanced Marketing Learners
U02488,27,Female,1,1.0,0.0,Data Science,Intermediate,3.02,1,2.0,0.0,3,Data Science Beginners
U02489,18,Male,1,1.0,0.0,Data Science,Beginner,3.65,1,1.0,0.0,3,Data Science Beginners
U02490,24,Female,13,1.4444444444444444,0.060000000000000005,Data Science,Beginner,3.7130769230769234,8,1.9230769230769231,0.78,3,Data Science Beginners
U02491,17,Female,1,1.0,0.0,Finance,Beginner,4.14,1,1.0,0.0,2,Cybersecurity Beginners
U02492,19,Male,1,1.0,0.0,Cybersecurity,Intermediate,3.93,1,2.0,0.0,2,Cybersecurity Beginners
U02493,22,Female,1,1.0,0.0,Cybersecurity,Intermediate,1.91,1,2.0,0.0,2,Cybersecurity Beginners
U02494,32,Male,1,1.0,0.0,Machine Learning,Intermediate,1.73,1,2.0,0.0,6,Advanced Machine Learning Learners
U02495,28,Male,2,1.0,44.795,Artificial Intelligence,Beginner,3.5600000000000005,2,1.5,89.59,0,AI Beginner Learners
U02496,33,Female,1,1.0,0.0,Design,Advanced,1.52,1,3.0,0.0,7,Deep Design Learners
U02497,26,Female,2,2.0,0.0,Cybersecurity,Advanced,2.8499999999999996,2,2.0,0.0,2,Cybersecurity Beginners
U02498,20,Female,1,1.0,0.0,Programming,Beginner,1.28,1,1.0,0.0,2,Cybersecurity Beginners
U02499,28,Male,1,1.0,0.0,Web Development,Advanced,2.67,1,3.0,0.0,9,Advanced Web Development Learners
U02500,29,Male,1,1.0,0.0,Marketing,Intermediate,4.11,1,2.0,0.0,8,Advanced Marketing Learners
U02501,16,Female,1,1.0,0.0,Project Management,Intermediate,3.45,1,2.0,0.0,0,AI Beginner Learners
U02502,16,Female,1,1.0,0.0,Business,Advanced,2.0,1,3.0,0.0,1,Business Advanced Learners
U02503,16,Female,2,1.0,0.0,Cybersecurity,Advanced,2.725,2,2.5,0.0,2,Cybersecurity Beginners
U02504,34,Female,4,1.0,81.505,Business,Advanced,3.0225,3,2.75,326.02,1,Business Advanced Learners
U02505,35,Female,1,1.0,248.1,Artificial Intelligence,Beginner,1.2,1,1.0,248.1,0,AI Beginner Learners
U02506,16,Female,1,1.0,285.05,Business,Beginner,1.96,1,1.0,285.05,1,Business Advanced Learners
U02507,32,Female,1,1.0,0.0,Cybersecurity,Advanced,2.38,1,3.0,0.0,2,Cybersecurity Beginners
U02508,32,Male,1,1.0,0.0,Design,Beginner,4.51,1,1.0,0.0,7,Deep Design Learners
U02509,24,Male,3,1.0,0.26,Business,Advanced,3.1633333333333336,3,2.6666666666666665,0.78,1,Business Advanced Learners
U02510,23,Male,2,1.0,0.0,Programming,Beginner,3.78,2,1.0,0.0,2,Cybersecurity Beginners
U02511,30,Female,1,1.0,0.0,Programming,Intermediate,2.43,1,2.0,0.0,2,Cybersecurity Beginners
U02512,15,Female,14,1.5555555555555556,66.78214285714286,Project Management,Intermediate,3.1221428571428573,8,1.9285714285714286,934.95,4,Highly Engaged AI Explorers
U02513,23,Male,1,1.0,472.28,Programming,Beginner,4.74,1,1.0,472.28,0,AI Beginner Learners
U02514,17,Male,2,1.0,0.0,Artificial Intelligence,Advanced,4.045,2,2.0,0.0,0,AI Beginner Learners
U02515,15,Male,11,1.5714285714285714,90.58727272727273,Cybersecurity,Beginner,3.016363636363636,8,1.8181818181818181,996.46,4,Highly Engaged AI Explorers
U02516,32,Male,1,1.0,0.0,Marketing,Advanced,2.98,1,3.0,0.0,8,Advanced Marketing Learners
U02517,30,Female,2,1.0,232.195,Data Science,Advanced,1.9,2,3.0,464.39,3,Data Science Beginners
U02518,19,Female,1,1.0,0.0,Programming,Intermediate,2.43,1,2.0,0.0,2,Cybersecurity Beginners
U02519,29,Male,2,2.0,44.795,Artificial Intelligence,Beginner,3.165,2,1.5,89.59,0,AI Beginner Learners
U02520,29,Male,1,1.0,0.0,Artificial Intelligence,Beginner,3.64,1,1.0,0.0,0,AI Beginner Learners
U02521,25,Male,4,1.3333333333333333,22.3975,Artificial Intelligence,Intermediate,4.135,4,2.0,89.59,0,AI Beginner Learners
U02522,21,Female,1,1.0,117.68,Data Science,Advanced,2.57,1,3.0,117.68,3,Data Science Beginners
U02523,31,Male,1,1.0,0.0,Finance,Advanced,1.59,1,3.0,0.0,2,Cybersecurity Beginners
U02524,32,Male,1,1.0,0.0,Digital Marketing,Intermediate,4.66,1,2.0,0.0,5,Digital Marketing Learners
U02525,25,Male,1,1.0,0.0,Machine Learning,Beginner,1.13,1,1.0,0.0,6,Advanced Machine Learning Learners
U02526,30,Female,2,1.0,230.82500000000002,Finance,Intermediate,3.795,2,2.0,461.65000000000003,2,Cybersecurity Beginners
U02527,32,Female,1,1.0,0.0,Project Management,Beginner,4.68,1,1.0,0.0,0,AI Beginner Learners
U02528,35,Male,1,1.0,0.0,Finance,Beginner,4.14,1,1.0,0.0,2,Cybersecurity Beginners
U02529,17,Female,3,1.0,99.85666666666667,Data Science,Beginner,3.9500000000000006,3,1.6666666666666667,299.57,3,Data Science Beginners
U02530,21,Male,1,1.0,472.28,Programming,Beginner,4.74,1,1.0,472.28,0,AI Beginner Learners
U02531,22,Female,4,1.0,0.0,Machine Learning,Intermediate,3.4800000000000004,3,2.25,0.0,6,Advanced Machine Learning Learners
U02532,26,Male,1,1.0,0.0,Data Science,Intermediate,3.02,1,2.0,0.0,3,Data Science Beginners
U02533,18,Female,1,1.0,0.0,Programming,Intermediate,2.43,1,2.0,0.0,2,Cybersecurity Beginners
U02534,25,Female,2,1.0,0.0,Design,Advanced,3.59,2,2.0,0.0,7,Deep Design Learners
U02535,26,Female,2,1.0,163.995,Machine Learning,Beginner,3.12,2,1.5,327.99,6,Advanced Machine Learning Learners
U02536,16,Male,2,1.0,0.0,Web Development,Advanced,2.435,1,2.0,0.0,9,Advanced Web Development Learners
U02537,31,Female,12,2.0,146.92083333333332,Artificial Intelligence,Advanced,3.831666666666667,8,2.0,1763.05,4,Highly Engaged AI Explorers
U02538,18,Male,1,1.0,0.0,Cybersecurity,Intermediate,1.91,1,2.0,0.0,2,Cybersecurity Beginners
U02539,20,Female,2,1.0,197.13,Cybersecurity,Beginner,3.1450000000000005,1,1.5,394.26,2,Cybersecurity Beginners
U02540,33,Female,15,1.875,68.55333333333333,Artificial Intelligence,Advanced,3.033333333333333,11,2.0,1028.3,4,Highly Engaged AI Explorers
U02541,18,Female,13,1.625,136.55692307692308,Artificial Intelligence,Beginner,3.6353846153846154,8,1.7692307692307692,1775.24,4,Highly Engaged AI Explorers
U02542,35,Female,13,1.3,62.76384615384615,Machine Learning,Advanced,3.233846153846154,7,2.076923076923077,815.93,6,Advanced Machine Learning Learners
U02543,28,Male,1,1.0,0.0,Artificial Intelligence,Beginner,3.64,1,1.0,0.0,0,AI Beginner Learners
U02544,29,Male,1,1.0,490.9,Artificial Intelligence,Beginner,4.55,1,1.0,490.9,0,AI Beginner Learners
U02545,16,Female,2,1.0,0.0,Cybersecurity,Intermediate,2.92,1,2.0,0.0,2,Cybersecurity Beginners
U02546,27,Female,1,1.0,285.05,Business,Beginner,1.96,1,1.0,285.05,1,Business Advanced Learners
U02547,30,Female,1,1.0,0.0,Data Science,Intermediate,3.6,1,2.0,0.0,3,Data Science Beginners
U02548,25,Male,2,1.0,243.96,Business,Advanced,3.785,2,2.5,487.92,1,Business Advanced Learners
U02549,27,Male,1,1.0,0.0,Cybersecurity,Advanced,2.38,1,3.0,0.0,2,Cybersecurity Beginners
U02550,18,Male,1,1.0,327.99,Project Management,Beginner,1.51,1,1.0,327.99,0,AI Beginner Learners
U02551,25,Male,1,1.0,0.0,Web Development,Advanced,2.67,1,3.0,0.0,9,Advanced Web Development Learners
U02552,27,Male,1,1.0,0.0,Design,Beginner,4.51,1,1.0,0.0,7,Deep Design Learners
U02553,35,Female,2,1.0,243.96,Business,Advanced,2.775,2,2.5,487.92,1,Business Advanced Learners
U02554,32,Male,1,1.0,299.57,Data Science,Beginner,3.74,1,1.0,299.57,3,Data Science Beginners
U02555,15,Male,1,1.0,0.0,Design,Beginner,4.51,1,1.0,0.0,7,Deep Design Learners
U02556,18,Female,1,1.0,276.37,Design,Advanced,2.72,1,3.0,276.37,7,Deep Design Learners
U02557,25,Female,1,1.0,0.0,Artificial Intelligence,Beginner,3.64,1,1.0,0.0,0,AI Beginner Learners
U02558,23,Female,4,1.3333333333333333,0.195,Cybersecurity,Intermediate,3.6725000000000003,4,2.0,0.78,2,Cybersecurity Beginners
U02559,33,Female,1,1.0,0.0,Design,Advanced,4.45,1,3.0,0.0,7,Deep Design Learners
U02560,22,Male,1,1.0,0.0,Data Science,Beginner,3.65,1,1.0,0.0,3,Data Science Beginners
U02561,33,Male,1,1.0,0.0,Marketing,Intermediate,4.72,1,2.0,0.0,8,Advanced Marketing Learners
U02562,18,Male,4,1.0,81.505,Business,Beginner,3.09,4,1.5,326.02,1,Business Advanced Learners
U02563,27,Male,1,1.0,0.0,Cybersecurity,Intermediate,3.93,1,2.0,0.0,2,Cybersecurity Beginners
U02564,19,Female,13,1.625,119.92,Cybersecurity,Beginner,3.1046153846153848,8,1.8461538461538463,1558.96,4,Highly Engaged AI Explorers
U02565,32,Male,1,1.0,327.99,Project Management,Beginner,1.51,1,1.0,327.99,0,AI Beginner Learners
U02566,30,Female,14,1.75,114.90142857142857,Programming,Beginner,3.367142857142857,10,1.7142857142857142,1608.62,4,Highly Engaged AI Explorers
U02567,35,Male,1,1.0,0.0,Machine Learning,Advanced,1.81,1,3.0,0.0,6,Advanced Machine Learning Learners
U02568,33,Female,2,1.0,0.0,Digital Marketing,Advanced,3.71,2,2.0,0.0,5,Digital Marketing Learners
U02569,35,Female,1,1.0,0.0,Design,Advanced,1.52,1,3.0,0.0,7,Deep Design Learners
U02570,25,Female,1,1.0,472.28,Programming,Beginner,4.74,1,1.0,472.28,0,AI Beginner Learners
U02571,20,Female,1,1.0,0.0,Cybersecurity,Intermediate,1.91,1,2.0,0.0,2,Cybersecurity Beginners
U02572,33,Female,1,1.0,0.0,Design,Advanced,2.61,1,3.0,0.0,7,Deep Design Learners
U02573,28,Female,1,1.0,0.0,Programming,Beginner,1.28,1,1.0,0.0,2,Cybersecurity Beginners
U02574,24,Male,1,1.0,346.71,Project Management,Advanced,1.23,1,3.0,346.71,0,AI Beginner Learners
U02575,30,Female,2,1.0,142.525,Business,Beginner,1.545,2,1.0,285.05,1,Business Advanced Learners
U02576,17,Female,1,1.0,117.68,Data Science,Advanced,2.57,1,3.0,117.68,3,Data Science Beginners
U02577,21,Female,2,1.0,142.525,Business,Beginner,3.035,2,1.5,285.05,1,Business Advanced Learners
U02578,15,Male,1,1.0,0.0,Finance,Beginner,4.14,1,1.0,0.0,2,Cybersecurity Beginners
U02579,28,Female,1,1.0,0.0,Marketing,Intermediate,4.72,1,2.0,0.0,8,Advanced Marketing Learners
U02580,17,Female,1,1.0,285.05,Business,Beginner,1.96,1,1.0,285.05,1,Business Advanced Learners
U02581,22,Female,2,1.0,173.355,Marketing,Advanced,2.67,2,2.5,346.71,8,Advanced Marketing Learners
U02582,23,Male,15,1.5,43.242666666666665,Cybersecurity,Beginner,3.786666666666667,10,1.6666666666666667,648.64,4,Highly Engaged AI Explorers
U02583,33,Male,14,2.0,54.27571428571429,Data Science,Beginner,2.8449999999999998,10,1.9285714285714286,759.86,4,Highly Engaged AI Explorers
U02584,20,Male,2,1.0,0.39,Cybersecurity,Advanced,3.135,2,3.0,0.78,2,Cybersecurity Beginners
U02585,32,Male,2,2.0,232.875,Finance,Advanced,1.99,2,2.5,465.75,2,Cybersecurity Beginners
U02586,23,Male,1,1.0,0.0,Artificial Intelligence,Beginner,3.64,1,1.0,0.0,0,AI Beginner Learners
U02587,30,Male,2,1.0,142.525,Business,Beginner,2.9050000000000002,2,1.0,285.05,1,Business Advanced Learners
U02588,18,Male,1,1.0,415.51,Artificial Intelligence,Intermediate,3.11,1,2.0,415.51,0,AI Beginner Learners
U02589,26,Female,1,1.0,0.78,Machine Learning,Advanced,3.89,1,3.0,0.78,6,Advanced Machine Learning Learners
U02590,20,Male,2,2.0,124.05,Artificial Intelligence,Beginner,2.93,2,1.5,248.1,0,AI Beginner Learners
U02591,33,Male,1,1.0,0.0,Machine Learning,Intermediate,4.73,1,2.0,0.0,6,Advanced Machine Learning Learners
U02592,15,Male,2,1.0,236.14,Cybersecurity,Beginner,4.84,2,1.0,472.28,2,Cybersecurity Beginners
U02593,16,Male,12,1.3333333333333333,119.3775,Cybersecurity,Advanced,3.4291666666666667,10,2.0,1432.53,4,Highly Engaged AI Explorers
U02594,18,Female,1,1.0,327.99,Project Management,Beginner,1.51,1,1.0,327.99,0,AI Beginner Learners
U02595,17,Male,1,1.0,0.78,Machine Learning,Advanced,3.89,1,3.0,0.78,6,Advanced Machine Learning Learners
U02596,19,Female,1,1.0,212.39,Digital Marketing,Advanced,3.15,1,3.0,212.39,5,Digital Marketing Learners
U02597,17,Female,2,1.0,134.855,Digital Marketing,Advanced,3.9450000000000003,2,3.0,269.71,5,Digital Marketing Learners
U02598,25,Female,1,1.0,0.0,Data Science,Intermediate,3.6,1,2.0,0.0,3,Data Science Beginners
U02599,33,Female,2,1.0,218.14999999999998,Artificial Intelligence,Advanced,1.955,2,2.5,436.29999999999995,0,AI Beginner Learners
U02600,17,Male,3,1.0,207.6933333333333,Cybersecurity,Advanced,2.11,3,3.0,623.0799999999999,2,Cybersecurity Beginners
U02601,19,Female,4,1.3333333333333333,0.0,Artificial Intelligence,Beginner,2.9675000000000002,4,1.5,0.0,0,AI Beginner Learners
U02602,33,Male,13,1.4444444444444444,74.98076923076923,Cybersecurity,Intermediate,3.3984615384615386,9,2.076923076923077,974.75,4,Highly Engaged AI Explorers
U02603,31,Female,1,1.0,0.0,Cybersecurity,Beginner,4.94,1,1.0,0.0,2,Cybersecurity Beginners
U02604,16,Male,1,1.0,0.0,Data Science,Intermediate,3.02,1,2.0,0.0,3,Data Science Beginners
U02605,22,Male,12,1.3333333333333333,90.30666666666667,Marketing,Advanced,3.4175,7,2.0833333333333335,1083.68,8,Advanced Marketing Learners
U02606,24,Male,1,1.0,0.0,Web Development,Advanced,2.67,1,3.0,0.0,9,Advanced Web Development Learners
U02607,22,Male,1,1.0,0.0,Web Development,Beginner,3.32,1,1.0,0.0,9,Advanced Web Development Learners
U02608,30,Male,1,1.0,0.0,Machine Learning,Intermediate,4.73,1,2.0,0.0,6,Advanced Machine Learning Learners
U02609,15,Male,2,1.0,0.0,Cybersecurity,Advanced,1.96,2,2.5,0.0,2,Cybersecurity Beginners
U02610,19,Male,1,1.0,0.0,Project Management,Beginner,4.68,1,1.0,0.0,0,AI Beginner Learners
U02611,17,Female,1,1.0,0.0,Data Science,Intermediate,3.02,1,2.0,0.0,3,Data Science Beginners
U02612,22,Male,14,1.4,69.035,Design,Advanced,3.1635714285714287,10,2.2142857142857144,966.49,4,Highly Engaged AI Explorers
U02613,23,Female,2,1.0,88.67,Design,Advanced,3.25,2,3.0,177.34,7,Deep Design Learners
U02614,30,Female,13,1.4444444444444444,70.76,Business,Beginner,3.474615384615385,10,1.7692307692307692,919.88,4,Highly Engaged AI Explorers
U02615,33,Male,2,1.0,0.0,Marketing,Beginner,3.715,2,1.5,0.0,8,Advanced Marketing Learners
U02616,19,Female,13,1.8571428571428572,97.32153846153847,Design,Advanced,2.8153846153846156,8,2.076923076923077,1265.18,4,Highly Engaged AI Explorers
U02617,23,Female,4,1.0,122.725,Artificial Intelligence,Intermediate,3.515,4,2.0,490.9,0,AI Beginner Learners
U02618,23,Male,3,1.0,0.0,Web Development,Beginner,3.5566666666666666,2,1.6666666666666667,0.0,9,Advanced Web Development Learners
U02619,24,Female,1,1.0,212.39,Digital Marketing,Advanced,3.15,1,3.0,212.39,5,Digital Marketing Learners
U02620,30,Female,2,1.0,18.945,Design,Advanced,2.905,2,2.0,37.89,7,Deep Design Learners
U02621,34,Female,1,1.0,0.0,Programming,Beginner,3.85,1,1.0,0.0,2,Cybersecurity Beginners
U02622,32,Female,1,1.0,0.0,Cybersecurity,Beginner,4.94,1,1.0,0.0,2,Cybersecurity Beginners
U02623,32,Female,11,1.8333333333333333,61.79272727272726,Finance,Advanced,3.2609090909090908,7,2.090909090909091,679.7199999999999,4,Highly Engaged AI Explorers
U02624,16,Female,3,1.5,163.63333333333333,Artificial Intelligence,Intermediate,3.526666666666667,3,1.6666666666666667,490.9,0,AI Beginner Learners
U02625,22,Female,2,1.0,0.0,Digital Marketing,Advanced,3.71,2,2.0,0.0,5,Digital Marketing Learners
U02626,21,Female,3,1.0,70.79666666666667,Cybersecurity,Advanced,3.5666666666666664,3,2.3333333333333335,212.39,2,Cybersecurity Beginners
U02627,26,Female,1,1.0,0.0,Project Management,Intermediate,3.45,1,2.0,0.0,0,AI Beginner Learners
U02628,33,Female,1,1.0,285.05,Business,Beginner,1.96,1,1.0,285.05,1,Business Advanced Learners
U02629,35,Female,1,1.0,57.32,Web Development,Advanced,4.74,1,3.0,57.32,9,Advanced Web Development Learners
U02630,20,Male,12,1.3333333333333333,55.88583333333333,Marketing,Beginner,3.1425,9,1.9166666666666667,670.63,8,Advanced Marketing Learners
U02631,23,Male,1,1.0,0.0,Data Science,Intermediate,3.6,1,2.0,0.0,3,Data Science Beginners
U02632,22,Female,1,1.0,0.0,Artificial Intelligence,Beginner,3.64,1,1.0,0.0,0,AI Beginner Learners
U02633,19,Female,14,1.4,71.78214285714286,Finance,Advanced,3.282857142857143,8,2.2857142857142856,1004.95,4,Highly Engaged AI Explorers
U02634,29,Female,1,1.0,57.32,Web Development,Advanced,4.74,1,3.0,57.32,9,Advanced Web Development Learners
U02635,16,Male,1,1.0,0.0,Marketing,Advanced,4.79,1,3.0,0.0,8,Advanced Marketing Learners
U02636,20,Male,1,1.0,0.0,Data Science,Intermediate,3.02,1,2.0,0.0,3,Data Science Beginners
U02637,28,Male,2,1.0,0.39,Data Science,Advanced,3.455,2,2.5,0.78,3,Data Science Beginners
U02638,31,Female,1,1.0,0.0,Business,Advanced,2.0,1,3.0,0.0,1,Business Advanced Learners
U02639,22,Female,1,1.0,212.39,Digital Marketing,Advanced,3.15,1,3.0,212.39,5,Digital Marketing Learners
U02640,34,Female,3,1.0,218.00333333333333,Business,Advanced,2.2899999999999996,3,2.0,654.01,1,Business Advanced Learners
U02641,30,Male,1,1.0,0.0,Design,Advanced,1.52,1,3.0,0.0,7,Deep Design Learners
U02642,33,Male,1,1.0,0.0,Data Science,Beginner,3.65,1,1.0,0.0,3,Data Science Beginners
U02643,17,Female,15,2.142857142857143,97.38933333333333,Finance,Beginner,2.731333333333333,10,1.8666666666666667,1460.84,4,Highly Engaged AI Explorers
